county,precinct,office,district,candidate,party,votes
Wayne,"City of Westland, Precinct 4",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 5",President,"",Joseph R. Biden & Kamala D. Harris,DEM,804
Wayne,"City of Westland, Precinct 5",President,"",Donald J. Trump & Michael R. Pence,REP,580
Wayne,"City of Westland, Precinct 5",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Westland, Precinct 5",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 5",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Westland, Precinct 5",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 5",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 6",President,"",Joseph R. Biden & Kamala D. Harris,DEM,543
Wayne,"City of Westland, Precinct 6",President,"",Donald J. Trump & Michael R. Pence,REP,431
Wayne,"City of Westland, Precinct 6",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"City of Westland, Precinct 6",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Westland, Precinct 6",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Westland, Precinct 6",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 6",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 7",President,"",Joseph R. Biden & Kamala D. Harris,DEM,775
Wayne,"City of Westland, Precinct 7",President,"",Donald J. Trump & Michael R. Pence,REP,393
Wayne,"City of Westland, Precinct 7",President,"",Jo Jorgensen & Jeremy Cohen,LIB,4
Wayne,"City of Westland, Precinct 7",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 7",President,"",Howie Hawkins & Angela Walker,GRN,0
Wayne,"City of Westland, Precinct 7",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 7",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 8",President,"",Joseph R. Biden & Kamala D. Harris,DEM,538
Wayne,"City of Westland, Precinct 8",President,"",Donald J. Trump & Michael R. Pence,REP,495
Wayne,"City of Westland, Precinct 8",President,"",Jo Jorgensen & Jeremy Cohen,LIB,5
Wayne,"City of Westland, Precinct 8",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Westland, Precinct 8",President,"",Howie Hawkins & Angela Walker,GRN,1
Wayne,"City of Westland, Precinct 8",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 8",President,"",Write-Ins,"",3
Wayne,"City of Westland, Precinct 9",President,"",Joseph R. Biden & Kamala D. Harris,DEM,567
Wayne,"City of Westland, Precinct 9",President,"",Donald J. Trump & Michael R. Pence,REP,223
Wayne,"City of Westland, Precinct 9",President,"",Jo Jorgensen & Jeremy Cohen,LIB,9
Wayne,"City of Westland, Precinct 9",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 9",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 9",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 9",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 10",President,"",Joseph R. Biden & Kamala D. Harris,DEM,469
Wayne,"City of Westland, Precinct 10",President,"",Donald J. Trump & Michael R. Pence,REP,286
Wayne,"City of Westland, Precinct 10",President,"",Jo Jorgensen & Jeremy Cohen,LIB,9
Wayne,"City of Westland, Precinct 10",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 10",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 10",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 10",President,"",Write-Ins,"",0
Wayne,"City of Westland, Precinct 11",President,"",Joseph R. Biden & Kamala D. Harris,DEM,484
Wayne,"City of Westland, Precinct 11",President,"",Donald J. Trump & Michael R. Pence,REP,295
Wayne,"City of Westland, Precinct 11",President,"",Jo Jorgensen & Jeremy Cohen,LIB,2
Wayne,"City of Westland, Precinct 11",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 11",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Westland, Precinct 11",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 11",President,"",Write-Ins,"",0
Wayne,"City of Westland, Precinct 12",President,"",Joseph R. Biden & Kamala D. Harris,DEM,588
Wayne,"City of Westland, Precinct 12",President,"",Donald J. Trump & Michael R. Pence,REP,430
Wayne,"City of Westland, Precinct 12",President,"",Jo Jorgensen & Jeremy Cohen,LIB,11
Wayne,"City of Westland, Precinct 12",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 12",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 12",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 12",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 13",President,"",Joseph R. Biden & Kamala D. Harris,DEM,613
Wayne,"City of Westland, Precinct 13",President,"",Donald J. Trump & Michael R. Pence,REP,432
Wayne,"City of Westland, Precinct 13",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"City of Westland, Precinct 13",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Westland, Precinct 13",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Westland, Precinct 13",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 13",President,"",Write-Ins,"",3
Wayne,"City of Westland, Precinct 14",President,"",Joseph R. Biden & Kamala D. Harris,DEM,545
Wayne,"City of Westland, Precinct 14",President,"",Donald J. Trump & Michael R. Pence,REP,567
Wayne,"City of Westland, Precinct 14",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"City of Westland, Precinct 14",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Westland, Precinct 14",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 14",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 14",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 15",President,"",Joseph R. Biden & Kamala D. Harris,DEM,610
Wayne,"City of Westland, Precinct 15",President,"",Donald J. Trump & Michael R. Pence,REP,179
Wayne,"City of Westland, Precinct 15",President,"",Jo Jorgensen & Jeremy Cohen,LIB,3
Wayne,"City of Westland, Precinct 15",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 15",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 15",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 15",President,"",Write-Ins,"",0
Wayne,"City of Westland, Precinct 16",President,"",Joseph R. Biden & Kamala D. Harris,DEM,567
Wayne,"City of Westland, Precinct 16",President,"",Donald J. Trump & Michael R. Pence,REP,511
Wayne,"City of Westland, Precinct 16",President,"",Jo Jorgensen & Jeremy Cohen,LIB,8
Wayne,"City of Westland, Precinct 16",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 16",President,"",Howie Hawkins & Angela Walker,GRN,0
Wayne,"City of Westland, Precinct 16",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 16",President,"",Write-Ins,"",1
Wayne,"City of Westland, Precinct 17",President,"",Joseph R. Biden & Kamala D. Harris,DEM,619
Wayne,"City of Westland, Precinct 17",President,"",Donald J. Trump & Michael R. Pence,REP,659
Wayne,"City of Westland, Precinct 17",President,"",Jo Jorgensen & Jeremy Cohen,LIB,16
Wayne,"City of Westland, Precinct 17",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Westland, Precinct 17",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Westland, Precinct 17",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 17",President,"",Write-Ins,"",1
Wayne,"City of Westland, Precinct 18",President,"",Joseph R. Biden & Kamala D. Harris,DEM,703
Wayne,"City of Westland, Precinct 18",President,"",Donald J. Trump & Michael R. Pence,REP,385
Wayne,"City of Westland, Precinct 18",President,"",Jo Jorgensen & Jeremy Cohen,LIB,8
Wayne,"City of Westland, Precinct 18",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 18",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 18",President,"",Rocky De La Fuente & Darcy Richardson,NLP,2
Wayne,"City of Westland, Precinct 18",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 19",President,"",Joseph R. Biden & Kamala D. Harris,DEM,588
Wayne,"City of Westland, Precinct 19",President,"",Donald J. Trump & Michael R. Pence,REP,513
Wayne,"City of Westland, Precinct 19",President,"",Jo Jorgensen & Jeremy Cohen,LIB,7
Wayne,"City of Westland, Precinct 19",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Westland, Precinct 19",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 19",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 19",President,"",Write-Ins,"",1
Wayne,"City of Westland, Precinct 20",President,"",Joseph R. Biden & Kamala D. Harris,DEM,440
Wayne,"City of Westland, Precinct 20",President,"",Donald J. Trump & Michael R. Pence,REP,451
Wayne,"City of Westland, Precinct 20",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Westland, Precinct 20",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Westland, Precinct 20",President,"",Howie Hawkins & Angela Walker,GRN,3
Wayne,"City of Westland, Precinct 20",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 20",President,"",Write-Ins,"",0
Wayne,"City of Westland, Precinct 21",President,"",Joseph R. Biden & Kamala D. Harris,DEM,971
Wayne,"City of Westland, Precinct 21",President,"",Donald J. Trump & Michael R. Pence,REP,562
Wayne,"City of Westland, Precinct 21",President,"",Jo Jorgensen & Jeremy Cohen,LIB,10
Wayne,"City of Westland, Precinct 21",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 21",President,"",Howie Hawkins & Angela Walker,GRN,1
Wayne,"City of Westland, Precinct 21",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 21",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 22",President,"",Joseph R. Biden & Kamala D. Harris,DEM,745
Wayne,"City of Westland, Precinct 22",President,"",Donald J. Trump & Michael R. Pence,REP,347
Wayne,"City of Westland, Precinct 22",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Westland, Precinct 22",President,"",Don Blankenship & William Mohr,UST,3
Wayne,"City of Westland, Precinct 22",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 22",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 22",President,"",Write-Ins,"",0
Wayne,"City of Westland, Precinct 23",President,"",Joseph R. Biden & Kamala D. Harris,DEM,561
Wayne,"City of Westland, Precinct 23",President,"",Donald J. Trump & Michael R. Pence,REP,336
Wayne,"City of Westland, Precinct 23",President,"",Jo Jorgensen & Jeremy Cohen,LIB,16
Wayne,"City of Westland, Precinct 23",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 23",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 23",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 23",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 24",President,"",Joseph R. Biden & Kamala D. Harris,DEM,664
Wayne,"City of Westland, Precinct 24",President,"",Donald J. Trump & Michael R. Pence,REP,359
Wayne,"City of Westland, Precinct 24",President,"",Jo Jorgensen & Jeremy Cohen,LIB,8
Wayne,"City of Westland, Precinct 24",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 24",President,"",Howie Hawkins & Angela Walker,GRN,7
Wayne,"City of Westland, Precinct 24",President,"",Rocky De La Fuente & Darcy Richardson,NLP,3
Wayne,"City of Westland, Precinct 24",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 25",President,"",Joseph R. Biden & Kamala D. Harris,DEM,687
Wayne,"City of Westland, Precinct 25",President,"",Donald J. Trump & Michael R. Pence,REP,617
Wayne,"City of Westland, Precinct 25",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Westland, Precinct 25",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 25",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 25",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 25",President,"",Write-Ins,"",1
Wayne,"City of Westland, Precinct 27",President,"",Joseph R. Biden & Kamala D. Harris,DEM,662
Wayne,"City of Westland, Precinct 27",President,"",Donald J. Trump & Michael R. Pence,REP,593
Wayne,"City of Westland, Precinct 27",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"City of Westland, Precinct 27",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 27",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"City of Westland, Precinct 27",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 27",President,"",Write-Ins,"",3
Wayne,"City of Westland, Precinct 28",President,"",Joseph R. Biden & Kamala D. Harris,DEM,1328
Wayne,"City of Westland, Precinct 28",President,"",Donald J. Trump & Michael R. Pence,REP,292
Wayne,"City of Westland, Precinct 28",President,"",Jo Jorgensen & Jeremy Cohen,LIB,10
Wayne,"City of Westland, Precinct 28",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 28",President,"",Howie Hawkins & Angela Walker,GRN,7
Wayne,"City of Westland, Precinct 28",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 28",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 29",President,"",Joseph R. Biden & Kamala D. Harris,DEM,727
Wayne,"City of Westland, Precinct 29",President,"",Donald J. Trump & Michael R. Pence,REP,589
Wayne,"City of Westland, Precinct 29",President,"",Jo Jorgensen & Jeremy Cohen,LIB,12
Wayne,"City of Westland, Precinct 29",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 29",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 29",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 29",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 30",President,"",Joseph R. Biden & Kamala D. Harris,DEM,673
Wayne,"City of Westland, Precinct 30",President,"",Donald J. Trump & Michael R. Pence,REP,539
Wayne,"City of Westland, Precinct 30",President,"",Jo Jorgensen & Jeremy Cohen,LIB,11
Wayne,"City of Westland, Precinct 30",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 30",President,"",Howie Hawkins & Angela Walker,GRN,4
Wayne,"City of Westland, Precinct 30",President,"",Rocky De La Fuente & Darcy Richardson,NLP,2
Wayne,"City of Westland, Precinct 30",President,"",Write-Ins,"",3
Wayne,"City of Westland, Precinct 32",President,"",Joseph R. Biden & Kamala D. Harris,DEM,523
Wayne,"City of Westland, Precinct 32",President,"",Donald J. Trump & Michael R. Pence,REP,531
Wayne,"City of Westland, Precinct 32",President,"",Jo Jorgensen & Jeremy Cohen,LIB,11
Wayne,"City of Westland, Precinct 32",President,"",Don Blankenship & William Mohr,UST,1
Wayne,"City of Westland, Precinct 32",President,"",Howie Hawkins & Angela Walker,GRN,5
Wayne,"City of Westland, Precinct 32",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 32",President,"",Write-Ins,"",3
Wayne,"City of Westland, Precinct 33",President,"",Joseph R. Biden & Kamala D. Harris,DEM,670
Wayne,"City of Westland, Precinct 33",President,"",Donald J. Trump & Michael R. Pence,REP,520
Wayne,"City of Westland, Precinct 33",President,"",Jo Jorgensen & Jeremy Cohen,LIB,22
Wayne,"City of Westland, Precinct 33",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 33",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 33",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 33",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 34",President,"",Joseph R. Biden & Kamala D. Harris,DEM,854
Wayne,"City of Westland, Precinct 34",President,"",Donald J. Trump & Michael R. Pence,REP,614
Wayne,"City of Westland, Precinct 34",President,"",Jo Jorgensen & Jeremy Cohen,LIB,13
Wayne,"City of Westland, Precinct 34",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Westland, Precinct 34",President,"",Howie Hawkins & Angela Walker,GRN,6
Wayne,"City of Westland, Precinct 34",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
Wayne,"City of Westland, Precinct 34",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 35",President,"",Joseph R. Biden & Kamala D. Harris,DEM,732
Wayne,"City of Westland, Precinct 35",President,"",Donald J. Trump & Michael R. Pence,REP,631
Wayne,"City of Westland, Precinct 35",President,"",Jo Jorgensen & Jeremy Cohen,LIB,17
Wayne,"City of Westland, Precinct 35",President,"",Don Blankenship & William Mohr,UST,6
Wayne,"City of Westland, Precinct 35",President,"",Howie Hawkins & Angela Walker,GRN,9
Wayne,"City of Westland, Precinct 35",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 35",President,"",Write-Ins,"",4
Wayne,"City of Westland, Precinct 36",President,"",Joseph R. Biden & Kamala D. Harris,DEM,500
Wayne,"City of Westland, Precinct 36",President,"",Donald J. Trump & Michael R. Pence,REP,473
Wayne,"City of Westland, Precinct 36",President,"",Jo Jorgensen & Jeremy Cohen,LIB,14
Wayne,"City of Westland, Precinct 36",President,"",Don Blankenship & William Mohr,UST,0
Wayne,"City of Westland, Precinct 36",President,"",Howie Hawkins & Angela Walker,GRN,2
Wayne,"City of Westland, Precinct 36",President,"",Rocky De La Fuente & Darcy Richardson,NLP,0
Wayne,"City of Westland, Precinct 36",President,"",Write-Ins,"",2
Wayne,"City of Westland, Precinct 37",President,"",Joseph R. Biden & Kamala D. Harris,DEM,503
Wayne,"City of Westland, Precinct 37",President,"",Donald J. Trump & Michael R. Pence,REP,563
Wayne,"City of Westland, Precinct 37",President,"",Jo Jorgensen & Jeremy Cohen,LIB,11
Wayne,"City of Westland, Precinct 37",President,"",Don Blankenship & William Mohr,UST,2
Wayne,"City of Westland, Precinct 37",President,"",Howie Hawkins & Angela Walker,GRN,1
Wayne,"City of Westland, Precinct 37",President,"",Rocky De La Fuente & Darcy Richardson,NLP,1
